QID,Question,Difficulty Level,Gold Standard Set,Retrieval Mode,Rank,Retrieved Doc,Relevance,Notes
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,BM25,4,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,BM25,5,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,vector,1,pdf_149,2,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,vector,2,pdf_149,2,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,vector,3,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,vector,4,pdf_55,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,vector,5,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion,1,pdf_149,2,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion,2,pdf_149,2,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion,3,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion,4,pdf_55,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion,5,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion_rerank,1,pdf_149,2,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion_rerank,2,pdf_149,2,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion_rerank,3,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion_rerank,4,pdf_57,0,
31,How are the expected frequencies calculated in chi-square test ？,easy,pdf_149,bm_vector_fusion_rerank,5,pdf_149,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",BM25,1,pdf_163,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",BM25,2,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",BM25,3,pdf_157,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",BM25,4,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",BM25,5,pdf_163,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",vector,1,pdf_163,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",vector,2,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",vector,3,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",vector,4,video_1,1,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",vector,5,pdf_6,0,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion,1,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion,2,pdf_163,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion,3,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion,4,video_1,1,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion,5,pdf_157,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,1,pdf_163,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,2,pdf_157,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,3,pdf_163,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,4,pdf_162,2,
32,How do I run a classical meta-analysis using JASP?,easy,"pdf_157,pdf_162,pdf_163",bm_vector_fusion_rerank,5,pdf_162,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",BM25,1,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",BM25,2,md_jaspRegression__GeneralizedLinearModel,1,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",BM25,3,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",BM25,4,pdf_78,0,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",BM25,5,md_jaspRegression__RegressionLogistic,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",vector,1,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",vector,2,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",vector,3,pdf_42,0,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",vector,4,pdf_16,0,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",vector,5,pdf_16,0,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion,1,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion,2,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion,3,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion,4,pdf_93,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion,5,pdf_163,0,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,1,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,2,md_jaspRegression__GeneralizedLinearModel,1,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,3,pdf_92,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,4,pdf_93,2,
33,How do I perform logistic regression in JASP for binary outcome variables?,easy,"pdf_92,pdf_93,md_jaspRegression__RegressionLogistic",bm_vector_fusion_rerank,5,pdf_92,2,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsLMM,md_jaspMixedModels__MixedModelsBLMM",BM25,1,md_jaspMixedModels__MixedModelsGLMM,1,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",BM25,2,md_jaspMixedModels__MixedModelsBGLMM,1,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",BM25,3,md_jaspMixedModels__MixedModelsLMM,2,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",BM25,4,md_jaspMixedModels__MixedModelsBLMM,2,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",BM25,5,pdf_16,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",vector,1,pdf_6,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",vector,2,video_2,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",vector,3,pdf_163,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",vector,4,pdf_16,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",vector,5,pdf_42,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion,1,pdf_16,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion,2,pdf_163,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion,3,video_2,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion,4,md_jaspMixedModels__MixedModelsLMM,2,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion,5,pdf_142,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,1,md_jaspMixedModels__MixedModelsLMM,2,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,2,md_jaspMixedModels__MixedModelsGLMM,1,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,3,pdf_16,0,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,4,md_jaspMixedModels__MixedModelsBLMM,2,
34,How to run a Linear Mixed Model in Jasp?,easy,"md_jaspMixedModels__MixedModelsBGLMM,md_jaspMixedModels__MixedModelsLMM",bm_vector_fusion_rerank,5,md_jaspMixedModels__MixedModelsBGLMM,1,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,BM25,1,pdf_183,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,BM25,2,pdf_40,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,BM25,3,md_jaspRegression__RegressionLinearBayesian,2,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,BM25,4,pdf_92,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,BM25,5,pdf_163,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,vector,1,pdf_92,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,vector,2,md_jaspRegression__RegressionLinearBayesian,2,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,vector,3,pdf_16,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,vector,4,md_jaspRegression__CorrelationBayesian,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,vector,5,md_jaspRegression__RegressionLinearBayesian,2,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,1,md_jaspRegression__RegressionLinearBayesian,2,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,2,pdf_163,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,3,pdf_92,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,4,pdf_16,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion,5,md_jaspRegression__RegressionLinearBayesian,2,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,1,pdf_183,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,2,pdf_92,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,3,md_jaspRegression__CorrelationBayesian,0,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,4,md_jaspRegression__RegressionLinearBayesian,2,
35,"Before fitting a Bayesian linear regression in JASP, what assumptions should be met?",easy,md_jaspRegression__RegressionLinearBayesian,bm_vector_fusion_rerank,5,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,BM25,1,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,BM25,2,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,BM25,3,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,BM25,4,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,BM25,5,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,vector,1,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,vector,2,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,vector,3,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,vector,4,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,vector,5,md_jaspRegression__RegressionLinearBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,1,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,2,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,3,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,4,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion,5,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,1,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,2,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,3,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,4,md_jaspRegression__CorrelationBayesian,2,
36,how to interpret the Bayes Factors of a Bayesian Correlation analysis?,easy,md_jaspRegression__CorrelationBayesian,bm_vector_fusion_rerank,5,md_jaspRegression__CorrelationBayesian,2,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,BM25,1,md_jaspRegression__GeneralizedLinearModel,2,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,BM25,2,md_jaspMixedModels__MixedModelsBLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,BM25,3,md_jaspMixedModels__MixedModelsGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,BM25,4,md_jaspMixedModels__MixedModelsBGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,BM25,5,ma_jaspMixedModels__MixedModelsLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,vector,1,md_jaspRegression__GeneralizedLinearModel,2,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,vector,2,md_jaspMixedModels__MixedModelsGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,vector,3,md_jaspMixedModels__MixedModelsLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,vector,4,md_jaspMixedModels__MixedModelsBLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,vector,5,md_jaspMixedModels__MixedModelsGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,1,md_jaspRegression__GeneralizedLinearModel,2,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,2,md_jaspMixedModels__MixedModelsGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,3,md_jaspMixedModels__MixedModelsBLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,4,md_jaspMixedModels__MixedModelsLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion,5,md_jaspMixedModels__MixedModelsGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,1,md_jaspRegression__GeneralizedLinearModel,2,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,2,md_jaspMixedModels__MixedModelsBLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,3,md_jaspMixedModels__MixedModelsBLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,4,md_jaspMixedModels__MixedModelsBGLMM,0,
37,How to specify the random component and systematic component in the generalized linear models?,easy,md_jaspRegression__GeneralizedLinearModel,bm_vector_fusion_rerank,5,md_jaspMixedModels__MixedModelsLMM,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,BM25,1,video_2,2,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,BM25,2,md_jaspRegression__RegressionLogistic,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,BM25,3,md_jaspRegression__RegressionLinear,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,BM25,4,video_2,2,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,BM25,5,md_jaspRegression__RegressionLinear,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,vector,1,video_2,2,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,vector,2,pdf_113,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,vector,3,pdf_142,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,vector,4,pdf_133,1,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,vector,5,pdf_108,1,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion,1,pdf_142,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion,2,pdf_108,1,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion,3,pdf_113,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion,4,pdf_133,1,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion,5,pdf_113,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion_rerank,1,video_2,2,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion_rerank,2,pdf_133,1,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion_rerank,3,pdf_113,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion_rerank,4,pdf_113,0,
38,Help me find a video to show a repeated measures ANOVA step by step in Jasp.,easy,video_2,bm_vector_fusion_rerank,5,pdf_108,1,
39,Show me a JASP introduction video.,easy,video_1,BM25,1,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,BM25,2,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,BM25,3,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,BM25,4,video_2,1,
39,Show me a JASP introduction video.,easy,video_1,BM25,5,pdf_91,0,
39,Show me a JASP introduction video.,easy,video_1,vector,1,video_2,1,
39,Show me a JASP introduction video.,easy,video_1,vector,2,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,vector,3,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,vector,4,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,vector,5,pdf_52,0,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion,1,pdf_52,0,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion,2,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion,3,pdf_118,0,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion,4,video_2,1,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion,5,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion_rerank,1,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion_rerank,2,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion_rerank,3,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion_rerank,4,video_1,2,
39,Show me a JASP introduction video.,easy,video_1,bm_vector_fusion_rerank,5,pdf_52,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",BM25,1,md_jaspMixedModels__MixedModelsGLMM,2,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",BM25,2,md_jaspMixedModels__MixedModelsBGLMM,2,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",BM25,3,md_jaspRegression__GeneralizedLinearModel,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",BM25,4,md_jaspMixedModels__MixedModelsLMM,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",BM25,5,md_jaspMixedModels__MixedModelsBLMM,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",vector,1,md_jaspMixedModels__MixedModelsGLMM,2,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",vector,2,md_jaspRegression__GeneralizedLinearModel,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",vector,3,md_jaspMixedModels__MixedModelsBGLMM,2,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",vector,4,md_jaspRegression__GeneralizedLinearModel,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",vector,5,md_jaspMixedModels__MixedModelsLMM,0,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",bm_vector_fusion,1,md_jaspMixedModels__MixedModelsGLMM,2,
40,How to use a Generalized Linear Mixed Model (GLMM)?,easy,"md_jaspMixedModels__MixedModelsGLMM,md_jaspMixedModels__MixedModelsBGLMM",bm_vector_fusion,2,md_jaspMixedModels__MixedModelsBGLMM,2,
