QID,Question,Difficulty Level,Retrieval Mode,Gold Standard Set,k,success@k,mrr@k,ndcg@k,precision@k_rel>=1,precision@k_goldref,recall@k_goldref,gold_size,hits_in_gold_topk
101,"I’ve just launched JASP for the first time and received a dataset from a collaborator, but the analysis window is empty and no variables are visible. What steps are required to load the data file so that the variables and cases become accessible for inspection and analysis?",difficult,BM25,"pdf_6,video_1",5,1,0.3333333333333333,0.5706417189553201,0.4,0.2,0.5,2,1
101,"I’ve just launched JASP for the first time and received a dataset from a collaborator, but the analysis window is empty and no variables are visible. What steps are required to load the data file so that the variables and cases become accessible for inspection and analysis?",difficult,bm_vector_fusion,"pdf_6,video_1",5,1,0.5,0.6509209298071326,0.4,0.2,0.5,2,1
101,"I’ve just launched JASP for the first time and received a dataset from a collaborator, but the analysis window is empty and no variables are visible. What steps are required to load the data file so that the variables and cases become accessible for inspection and analysis?",difficult,bm_vector_fusion_rerank,"pdf_6,video_1",5,1,0.25,0.4306765580733931,0.2,0.2,0.5,2,1
101,"I’ve just launched JASP for the first time and received a dataset from a collaborator, but the analysis window is empty and no variables are visible. What steps are required to load the data file so that the variables and cases become accessible for inspection and analysis?",difficult,vector,"pdf_6,video_1",5,1,0.3333333333333333,0.5437713091520254,0.4,0.2,0.5,2,1
102,"After cleaning and modifying a dataset in JASP, I want to preserve both the data and the analysis results so they can be reopened later or shared with someone using another statistics program. Where in JASP can this be done, and which options control whether the output, the data, or a different file format is saved?",difficult,BM25,"pdf_6,video_1",5,1,0.5,0.6309297535714574,0.2,0.2,0.5,2,1
102,"After cleaning and modifying a dataset in JASP, I want to preserve both the data and the analysis results so they can be reopened later or shared with someone using another statistics program. Where in JASP can this be done, and which options control whether the output, the data, or a different file format is saved?",difficult,bm_vector_fusion,"pdf_6,video_1",5,1,1.0,0.8503449055347546,0.4,0.2,0.5,2,1
102,"After cleaning and modifying a dataset in JASP, I want to preserve both the data and the analysis results so they can be reopened later or shared with someone using another statistics program. Where in JASP can this be done, and which options control whether the output, the data, or a different file format is saved?",difficult,bm_vector_fusion_rerank,"pdf_6,video_1",5,1,1.0,1.0,0.2,0.2,0.5,2,1
102,"After cleaning and modifying a dataset in JASP, I want to preserve both the data and the analysis results so they can be reopened later or shared with someone using another statistics program. Where in JASP can this be done, and which options control whether the output, the data, or a different file format is saved?",difficult,vector,"pdf_6,video_1",5,1,1.0,0.8772153153380493,0.4,0.4,1.0,2,2
103,"I want to change how statistical results are displayed in JASP—for example, controlling effect size reporting, confidence intervals, or the number of decimals—but I can’t find these options within the analysis panels. Where are the global settings for adjusting how results are formatted and reported?",difficult,BM25,"pdf_6,video_1",5,1,0.2,0.38685280723454163,0.2,0.2,0.5,2,1
103,"I want to change how statistical results are displayed in JASP—for example, controlling effect size reporting, confidence intervals, or the number of decimals—but I can’t find these options within the analysis panels. Where are the global settings for adjusting how results are formatted and reported?",difficult,bm_vector_fusion,"pdf_6,video_1",5,1,0.25,0.4306765580733931,0.2,0.2,0.5,2,1
103,"I want to change how statistical results are displayed in JASP—for example, controlling effect size reporting, confidence intervals, or the number of decimals—but I can’t find these options within the analysis panels. Where are the global settings for adjusting how results are formatted and reported?",difficult,bm_vector_fusion_rerank,"pdf_6,video_1",5,1,0.5,0.6309297535714574,0.2,0.2,0.5,2,1
103,"I want to change how statistical results are displayed in JASP—for example, controlling effect size reporting, confidence intervals, or the number of decimals—but I can’t find these options within the analysis panels. Where are the global settings for adjusting how results are formatted and reported?",difficult,vector,"pdf_6,video_1",5,1,0.25,0.4306765580733931,0.2,0.2,0.5,2,1
104,"What tools does JASP provide for diagnosing extreme observations or unusual data points, and how do I access them?",difficult,BM25,pdf_34,5,0,0.0,0.0,0.0,0.0,0.0,1,0
104,"What tools does JASP provide for diagnosing extreme observations or unusual data points, and how do I access them?",difficult,bm_vector_fusion,pdf_34,5,1,0.2,0.38685280723454163,0.2,0.0,0.0,1,0
104,"What tools does JASP provide for diagnosing extreme observations or unusual data points, and how do I access them?",difficult,bm_vector_fusion_rerank,pdf_34,5,1,1.0,1.0,0.2,0.0,0.0,1,0
104,"What tools does JASP provide for diagnosing extreme observations or unusual data points, and how do I access them?",difficult,vector,pdf_34,5,0,0.0,0.0,0.0,0.0,0.0,1,0
105,An analysis compares the average of a single sample to a fixed reference point to determine whether they differ beyond sampling variability. What inferential test is appropriate ?,difficult,BM25,"pdf_48,pdf_183",5,1,1.0,1.0,0.2,0.2,0.5,2,1
105,An analysis compares the average of a single sample to a fixed reference point to determine whether they differ beyond sampling variability. What inferential test is appropriate ?,difficult,bm_vector_fusion,"pdf_48,pdf_183",5,1,1.0,1.0,0.4,0.2,0.5,2,1
105,An analysis compares the average of a single sample to a fixed reference point to determine whether they differ beyond sampling variability. What inferential test is appropriate ?,difficult,bm_vector_fusion_rerank,"pdf_48,pdf_183",5,1,1.0,1.0,0.6,0.4,1.0,2,2
105,An analysis compares the average of a single sample to a fixed reference point to determine whether they differ beyond sampling variability. What inferential test is appropriate ?,difficult,vector,"pdf_48,pdf_183",5,1,1.0,1.0,0.6,0.4,1.0,2,2
106,"Survey responses are classified into “strongly agree,” “agree,” “neutral,” “disagree,” and “strongly disagree.” I want to test whether these response proportions differ from an equal distribution. How can this be analyzed?",difficult,BM25,"pdf_55,pdf_58",5,0,0.0,0.0,0.0,0.0,0.0,2,0
106,"Survey responses are classified into “strongly agree,” “agree,” “neutral,” “disagree,” and “strongly disagree.” I want to test whether these response proportions differ from an equal distribution. How can this be analyzed?",difficult,bm_vector_fusion,"pdf_55,pdf_58",5,1,1.0,1.0,0.6,0.4,1.0,2,2
106,"Survey responses are classified into “strongly agree,” “agree,” “neutral,” “disagree,” and “strongly disagree.” I want to test whether these response proportions differ from an equal distribution. How can this be analyzed?",difficult,bm_vector_fusion_rerank,"pdf_55,pdf_58",5,1,1.0,0.9060254355346824,0.6,0.4,1.0,2,2
106,"Survey responses are classified into “strongly agree,” “agree,” “neutral,” “disagree,” and “strongly disagree.” I want to test whether these response proportions differ from an equal distribution. How can this be analyzed?",difficult,vector,"pdf_55,pdf_58",5,1,1.0,0.9197207891481876,0.4,0.4,1.0,2,2
107,"A chi-square test of independence reports χ² = 12.4, df = 4, p = .015. What does this result tell me about the relationship between the two categorical variables?",difficult,BM25,"pdf_55,pdf_57,pdf_149",5,1,1.0,1.0,0.2,0.2,0.3333333333333333,3,1
107,"A chi-square test of independence reports χ² = 12.4, df = 4, p = .015. What does this result tell me about the relationship between the two categorical variables?",difficult,bm_vector_fusion,"pdf_55,pdf_57,pdf_149",5,1,1.0,0.8772153153380493,0.4,0.4,0.6666666666666666,3,2
107,"A chi-square test of independence reports χ² = 12.4, df = 4, p = .015. What does this result tell me about the relationship between the two categorical variables?",difficult,bm_vector_fusion_rerank,"pdf_55,pdf_57,pdf_149",5,1,1.0,0.8854598815714875,0.6,0.6,1.0,3,3
107,"A chi-square test of independence reports χ² = 12.4, df = 4, p = .015. What does this result tell me about the relationship between the two categorical variables?",difficult,vector,"pdf_55,pdf_57,pdf_149",5,1,1.0,1.0,0.4,0.4,0.6666666666666666,3,2
108,"Two unrelated groups are compared on a continuous outcome, and the analysis focuses on the difference between their average values. What inferential test is appropriate and how to run it in jasp?",difficult,BM25,"pdf_60,pdf_61,pdf_183",5,1,0.3333333333333333,0.5437713091520254,0.4,0.4,0.6666666666666666,3,2
108,"Two unrelated groups are compared on a continuous outcome, and the analysis focuses on the difference between their average values. What inferential test is appropriate and how to run it in jasp?",difficult,bm_vector_fusion,"pdf_60,pdf_61,pdf_183",5,1,1.0,0.9674679834891694,0.6,0.6,1.0,3,3
108,"Two unrelated groups are compared on a continuous outcome, and the analysis focuses on the difference between their average values. What inferential test is appropriate and how to run it in jasp?",difficult,bm_vector_fusion_rerank,"pdf_60,pdf_61,pdf_183",5,1,1.0,0.9674679834891694,0.6,0.6,1.0,3,3
108,"Two unrelated groups are compared on a continuous outcome, and the analysis focuses on the difference between their average values. What inferential test is appropriate and how to run it in jasp?",difficult,vector,"pdf_60,pdf_61,pdf_183",5,1,1.0,1.0,0.6,0.6,1.0,3,3
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,BM25,pdf_65,5,1,0.5,0.6934264036172708,0.4,0.0,0.0,1,0
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,bm_vector_fusion,pdf_65,5,1,1.0,0.9469024295259745,0.6,0.0,0.0,1,0
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,bm_vector_fusion_rerank,pdf_65,5,1,1.0,0.7094472026641538,0.6,0.2,1.0,1,1
109,"I planned to use an independent-samples t-test to compare two groups, but normality is violated and there are outliers. What nonparametric test is appropriate in this situation?",difficult,vector,pdf_65,5,1,1.0,0.7255804225316207,0.8,0.2,1.0,1,1
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,BM25,pdf_67,5,0,0.0,0.0,0.0,0.0,0.0,1,0
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,bm_vector_fusion,pdf_67,5,0,0.0,0.0,0.0,0.0,0.0,1,0
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,bm_vector_fusion_rerank,pdf_67,5,1,0.5,0.6309297535714574,0.2,0.2,1.0,1,1
110,"I measured participants’ reaction times before and after a training session. Because the same individuals are measured twice, which statistical test should I use to compare the two time points?How to run it in jasp?",difficult,vector,pdf_67,5,1,0.3333333333333333,0.5196610607458307,0.4,0.2,1.0,1,1
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,BM25,pdf_71,5,0,0.0,0.0,0.0,0.0,0.0,1,0
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,bm_vector_fusion,pdf_71,5,0,0.0,0.0,0.0,0.0,0.0,1,0
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,bm_vector_fusion_rerank,pdf_71,5,0,0.0,0.0,0.0,0.0,0.0,1,0
111,"The same individuals were measured before and after an intervention. Because the data violate normality and contain outliers, I can’t rely on a paired t-test. What nonparametric alternative should I apply?",difficult,vector,pdf_71,5,0,0.0,0.0,0.0,0.0,0.0,1,0
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,BM25,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",5,1,1.0,0.9047172294870752,0.8,0.8,0.5,8,4
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,bm_vector_fusion,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",5,1,1.0,1.0,1.0,0.8,0.5,8,4
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,bm_vector_fusion_rerank,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",5,1,1.0,1.0,1.0,1.0,0.625,8,5
112,"What is the difference among regressions, like linear regression, multiple regression, and logistic regression?",difficult,vector,"pdf_79, pdf_86,pdf_92,pdf_183,md_jaspRegression__RegressionLinear, md_jaspRegression__RegressionLinearBayesian, md_jaspRegression__RegressionLogistic, md_jaspRegression__GeneralizedLinearModel,",5,1,1.0,1.0,0.8,0.8,0.5,8,4
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,BM25,pdf_79,5,1,1.0,1.0,0.8,0.0,0.0,1,0
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,bm_vector_fusion,pdf_79,5,1,1.0,1.0,1.0,0.0,0.0,1,0
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,bm_vector_fusion_rerank,pdf_79,5,1,1.0,1.0,0.8,0.0,0.0,1,0
113,"In a linear regression predictive equation, how should the intercept and slope parameters be interpreted with respect to the dependent variable?",difficult,vector,pdf_79,5,1,1.0,0.9828920819566879,0.8,0.0,0.0,1,0
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,BM25,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",5,1,1.0,0.7063662475919823,0.8,0.2,0.3333333333333333,3,1
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,bm_vector_fusion,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",5,1,1.0,0.7743787950430012,1.0,0.4,0.6666666666666666,3,2
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,bm_vector_fusion_rerank,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",5,1,1.0,0.8480742992651265,1.0,0.4,0.6666666666666666,3,2
114,My data is continuous but violate normality assumptions. Which alternatives to Pearson’s correlation coefficient should I use?,difficult,vector,"pdf_77,md_jaspRegression__CorrelationBayesian,md_jaspRegression__Correlation",5,1,1.0,0.9514426589871553,0.6,0.4,0.6666666666666666,3,2
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,BM25,pdf_97,5,1,0.5,0.6309297535714574,0.2,0.2,1.0,1,1
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,bm_vector_fusion,pdf_97,5,1,0.5,0.6240505200038378,0.4,0.2,1.0,1,1
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,bm_vector_fusion_rerank,pdf_97,5,1,1.0,1.0,0.4,0.2,1.0,1,1
115,"Test scores are approximately normally distributed within each of three independent groups, but the group variances look unequal. Can I still use a one-way ANOVA, and what assumptions matter most here?",difficult,vector,pdf_97,5,1,0.5,0.6240505200038378,0.4,0.2,1.0,1,1
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,BM25,pdf_103,5,1,1.0,0.9197207891481876,0.4,0.2,1.0,1,1
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,bm_vector_fusion,pdf_103,5,1,0.5,0.6309297535714574,0.2,0.2,1.0,1,1
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,bm_vector_fusion_rerank,pdf_103,5,1,0.2,0.38685280723454163,0.2,0.0,0.0,1,0
116,An ANOVA shows a significant effect of treatment type on recovery time across four groups. What follow-up analyses are appropriate to identify where the differences lie?,difficult,vector,pdf_103,5,1,0.2,0.38685280723454163,0.2,0.0,0.0,1,0
117,"I’m comparing reaction times across three independent groups. The distributions are strongly skewed and normality is violated, but the groups are independent. Since the assumptions of a one-way ANOVA are not met, which statistical test should I use instead?",difficult,BM25,"pdf_97,pdf_104,pdf_183",5,1,0.5,0.6934264036172708,0.4,0.4,0.6666666666666666,3,2
117,"I’m comparing reaction times across three independent groups. The distributions are strongly skewed and normality is violated, but the groups are independent. Since the assumptions of a one-way ANOVA are not met, which statistical test should I use instead?",difficult,bm_vector_fusion,"pdf_97,pdf_104,pdf_193",5,1,1.0,0.8772153153380493,0.4,0.2,0.3333333333333333,3,1
117,"I’m comparing reaction times across three independent groups. The distributions are strongly skewed and normality is violated, but the groups are independent. Since the assumptions of a one-way ANOVA are not met, which statistical test should I use instead?",difficult,bm_vector_fusion_rerank,"pdf_97,pdf_104,pdf_183",5,1,1.0,0.9514426589871553,0.6,0.2,0.3333333333333333,3,1
117,"I’m comparing reaction times across three independent groups. The distributions are strongly skewed and normality is violated, but the groups are independent. Since the assumptions of a one-way ANOVA are not met, which statistical test should I use instead?",difficult,vector,"pdf_97,pdf_104,pdf_188",5,1,1.0,0.9060254355346824,0.6,0.4,0.6666666666666666,3,2
118,"The Kruskal–Wallis test reports a significant chi-square statistic. What does this tell me about differences between the groups, and what conclusions can I draw?",difficult,BM25,"pdf_104,pdf_105",5,1,0.5,0.6309297535714574,0.2,0.2,0.5,2,1
118,"The Kruskal–Wallis test reports a significant chi-square statistic. What does this tell me about differences between the groups, and what conclusions can I draw?",difficult,bm_vector_fusion,"pdf_104,pdf_105",5,1,1.0,1.0,0.2,0.2,0.5,2,1
118,"The Kruskal–Wallis test reports a significant chi-square statistic. What does this tell me about differences between the groups, and what conclusions can I draw?",difficult,bm_vector_fusion_rerank,"pdf_104,pdf_105",5,1,1.0,0.9197207891481876,0.4,0.4,1.0,2,2
118,"The Kruskal–Wallis test reports a significant chi-square statistic. What does this tell me about differences between the groups, and what conclusions can I draw?",difficult,vector,"pdf_104,pdf_105",5,1,1.0,1.0,0.4,0.4,1.0,2,2
119,"Three independent experimental conditions are compared on a continuous but non-normally distributed outcome. Because parametric assumptions fail, which inferential approach should be applied?",difficult,BM25,"pdf_97,pdf_183",5,1,0.5,0.6509209298071326,0.4,0.4,1.0,2,2
119,"Three independent experimental conditions are compared on a continuous but non-normally distributed outcome. Because parametric assumptions fail, which inferential approach should be applied?",difficult,bm_vector_fusion,"pdf_97,pdf_183",5,1,1.0,1.0,0.2,0.2,0.5,2,1
119,"Three independent experimental conditions are compared on a continuous but non-normally distributed outcome. Because parametric assumptions fail, which inferential approach should be applied?",difficult,bm_vector_fusion_rerank,"pdf_97,pdf_183",5,1,1.0,1.0,0.2,0.2,0.5,2,1
119,"Three independent experimental conditions are compared on a continuous but non-normally distributed outcome. Because parametric assumptions fail, which inferential approach should be applied?",difficult,vector,"pdf_97,pdf_183",5,1,1.0,1.0,0.2,0.2,0.5,2,1
120,What are the main differences between parametric repeated-measures ANOVA and non-parametric alternatives?,difficult,BM25,"pdf_97,pdf_107,pdf_113,pdf_132",5,1,0.5,0.6797310500037657,0.6,0.6,0.75,4,3
120,What are the main differences between parametric repeated-measures ANOVA and non-parametric alternatives?,difficult,bm_vector_fusion,"pdf_97,pdf_107,pdf_113,pdf_132",5,1,1.0,0.9871451602176229,0.6,0.4,0.5,4,2
120,What are the main differences between parametric repeated-measures ANOVA and non-parametric alternatives?,difficult,bm_vector_fusion_rerank,"pdf_97,pdf_107,pdf_113,pdf_132",5,1,1.0,0.8926893079768027,0.8,0.6,0.75,4,3
120,What are the main differences between parametric repeated-measures ANOVA and non-parametric alternatives?,difficult,vector,"pdf_97,pdf_107,pdf_113,pdf_132",5,1,0.5,0.6347289430958043,0.6,0.4,0.5,4,2
121,"My mixed factor ANOVA reveals a significant within-subjects effect but a non-significant between-subjects effect, yet their interaction is significant, how should the pattern of results be explained?",difficult,BM25,pdf_141,5,1,1.0,0.9197207891481876,0.4,0.2,1.0,1,1
121,"My mixed factor ANOVA reveals a significant within-subjects effect but a non-significant between-subjects effect, yet their interaction is significant, how should the pattern of results be explained?",difficult,bm_vector_fusion,pdf_141,5,1,1.0,0.9197207891481876,0.4,0.2,1.0,1,1
121,"My mixed factor ANOVA reveals a significant within-subjects effect but a non-significant between-subjects effect, yet their interaction is significant, how should the pattern of results be explained?",difficult,bm_vector_fusion_rerank,pdf_141,5,1,1.0,1.0,0.4,0.2,1.0,1,1
121,"My mixed factor ANOVA reveals a significant within-subjects effect but a non-significant between-subjects effect, yet their interaction is significant, how should the pattern of results be explained?",difficult,vector,pdf_141,5,1,1.0,1.0,0.4,0.2,1.0,1,1
122,"The output shows different F-values and p-values for the same within-subject effect under “None,” “Greenhouse–Geisser,” and “Huynh–Feldt.” How should these results be interpreted and which should be reported?",difficult,BM25,"pdf_110,pdf_112",5,1,1.0,1.0,0.4,0.2,0.5,2,1
122,"The output shows different F-values and p-values for the same within-subject effect under “None,” “Greenhouse–Geisser,” and “Huynh–Feldt.” How should these results be interpreted and which should be reported?",difficult,bm_vector_fusion,"pdf_110,pdf_112",5,1,1.0,1.0,0.4,0.2,0.5,2,1
122,"The output shows different F-values and p-values for the same within-subject effect under “None,” “Greenhouse–Geisser,” and “Huynh–Feldt.” How should these results be interpreted and which should be reported?",difficult,bm_vector_fusion_rerank,"pdf_110,pdf_112",5,1,1.0,0.9128781396400242,0.6,0.4,1.0,2,2
122,"The output shows different F-values and p-values for the same within-subject effect under “None,” “Greenhouse–Geisser,” and “Huynh–Feldt.” How should these results be interpreted and which should be reported?",difficult,vector,"pdf_110,pdf_112",5,1,1.0,1.0,0.4,0.2,0.5,2,1
123,"Repeated measurements were collected from participants across four sessions, but Mauchly’s test indicates severe violation of sphericity and the outcome variable is not continuous. What test be appropriate here, and why?",difficult,BM25,pdf_110,5,1,1.0,1.0,0.4,0.2,1.0,1,1
123,"Repeated measurements were collected from participants across four sessions, but Mauchly’s test indicates severe violation of sphericity and the outcome variable is not continuous. What test be appropriate here, and why?",difficult,bm_vector_fusion,pdf_110,5,1,1.0,0.9832184408687481,0.6,0.2,1.0,1,1
123,"Repeated measurements were collected from participants across four sessions, but Mauchly’s test indicates severe violation of sphericity and the outcome variable is not continuous. What test be appropriate here, and why?",difficult,bm_vector_fusion_rerank,pdf_110,5,1,1.0,0.9751957567060058,0.8,0.2,1.0,1,1
123,"Repeated measurements were collected from participants across four sessions, but Mauchly’s test indicates severe violation of sphericity and the outcome variable is not continuous. What test be appropriate here, and why?",difficult,vector,pdf_110,5,1,1.0,0.9726097514324383,0.6,0.2,1.0,1,1
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,BM25,pdf_124,5,1,0.25,0.4623836304746291,0.4,0.2,1.0,1,1
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,bm_vector_fusion,pdf_124,5,1,1.0,0.944847956559586,0.4,0.2,1.0,1,1
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,bm_vector_fusion_rerank,pdf_124,5,1,0.5,0.6309297535714574,0.2,0.2,1.0,1,1
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,vector,pdf_124,5,1,1.0,0.9197207891481876,0.4,0.2,1.0,1,1
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,BM25,"pdf_108,pdf_113,video_2",5,1,0.3333333333333333,0.5,0.2,0.2,0.3333333333333333,3,1
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,bm_vector_fusion,"pdf_108,pdf_113,video_2",5,1,0.25,0.5012658353418872,0.4,0.4,0.6666666666666666,3,2
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,bm_vector_fusion_rerank,"pdf_108,pdf_113,video_2",5,1,0.25,0.5012658353418872,0.4,0.2,0.3333333333333333,3,1
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,vector,"pdf_108,pdf_113,video_2",5,1,0.5,0.7229919015646842,0.8,0.4,0.6666666666666666,3,2
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,BM25,"pdf_132,pdf_133",5,1,1.0,1.0,0.2,0.2,0.5,2,1
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion,"pdf_132,pdf_133",5,1,0.5,0.6278397607958708,0.4,0.2,0.5,2,1
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion_rerank,"pdf_132,pdf_133",5,1,0.2,0.38685280723454163,0.2,0.2,0.5,2,1
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,vector,"pdf_132,pdf_133",5,1,0.3333333333333333,0.5,0.2,0.0,0.0,2,0
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,BM25,pdf_141,5,1,1.0,0.8513655471804633,0.6,0.0,0.0,1,0
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,bm_vector_fusion,pdf_141,5,1,1.0,0.9550337350142764,0.8,0.2,1.0,1,1
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,bm_vector_fusion_rerank,pdf_141,5,1,1.0,0.9550337350142764,0.8,0.2,1.0,1,1
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,vector,pdf_141,5,1,0.5,0.6463642229169531,0.8,0.2,1.0,1,1
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,BM25,pdf_141,5,1,0.3333333333333333,0.5437713091520254,0.4,0.2,1.0,1,1
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion,pdf_141,5,1,0.3333333333333333,0.5,0.2,0.2,1.0,1,1
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion_rerank,pdf_141,5,0,0.0,0.0,0.0,0.0,0.0,1,0
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,vector,pdf_141,5,0,0.0,0.0,0.0,0.0,0.0,1,0
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,BM25,pdf_116,5,1,0.25,0.4306765580733931,0.2,0.2,1.0,1,1
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,bm_vector_fusion,pdf_116,5,1,0.25,0.4306765580733931,0.2,0.2,1.0,1,1
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,bm_vector_fusion_rerank,pdf_116,5,1,0.3333333333333333,0.5,0.2,0.2,1.0,1,1
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,vector,pdf_116,5,0,0.0,0.0,0.0,0.0,0.0,1,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,BM25,pdf_149,5,0,0.0,0.0,0.0,0.0,0.0,1,0
