QID,Question,Difficulty Level,Retrieval Mode,nDCG@k
123,"Repeated measurements were collected from participants across four sessions, but Mauchly’s test indicates severe violation of sphericity and the outcome variable is not continuous. What test be appropriate here, and why?",difficult,vector,0.9726097514324383
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,BM25,0.4623836304746291
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,bm_vector_fusion,0.944847956559586
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,bm_vector_fusion_rerank,0.6309297535714574
124,"I have a 2×3 design with two independent variables, and each participant belongs to only one level of each factor. How do I analyze this using ANOVA in JASP?",difficult,vector,0.9197207891481876
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,BM25,0.5
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,bm_vector_fusion,0.5012658353418872
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,bm_vector_fusion_rerank,0.5012658353418872
125,"I measured participants’ memory scores at three time points—pre-test, mid-test, and post-test. How do I analyze whether their performance changed over time in JASP?",difficult,vector,0.7229919015646842
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,BM25,1.0
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion,0.6278397607958708
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion_rerank,0.38685280723454163
126,"Participants completed the task under both condition A and condition B, and their performance was measured before and after training. Which statistical test should be used to examine the main effects of Condition, Time, and their interaction?",difficult,vector,0.5
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,BM25,0.8513655471804633
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,bm_vector_fusion,0.9550337350142764
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,bm_vector_fusion_rerank,0.9550337350142764
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,vector,0.6463642229169531
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,BM25,0.5437713091520254
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion,0.5
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion_rerank,0.0
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,vector,0.0
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,BM25,0.4306765580733931
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,bm_vector_fusion,0.4306765580733931
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,bm_vector_fusion_rerank,0.5
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,vector,0.0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,BM25,0.0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,bm_vector_fusion,0.0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,bm_vector_fusion_rerank,0.0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,vector,0.0
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,BM25,1.0
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,bm_vector_fusion,0.9871451602176229
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,bm_vector_fusion_rerank,0.9327783893101107
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,vector,1.0
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,BM25,1.0
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,bm_vector_fusion,1.0
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,bm_vector_fusion_rerank,1.0
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,vector,0.989141344633751
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,BM25,0.9639404333166532
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,bm_vector_fusion,0.9047172294870752
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,bm_vector_fusion_rerank,0.6717287037439216
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,vector,0.7328286204777912
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,BM25,1.0
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,bm_vector_fusion,0.9213963208540731
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,bm_vector_fusion_rerank,0.8044726423602091
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,vector,0.6590018048024133
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,BM25,0.0
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,bm_vector_fusion,0.7967075809905066
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,bm_vector_fusion_rerank,0.751623600785961
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,vector,0.8503449055347546
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,BM25,1.0
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,bm_vector_fusion,0.9558295932317544
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,bm_vector_fusion_rerank,1.0
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,vector,1.0
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,BM25,0.9197207891481876
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,bm_vector_fusion,0.9469024295259745
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,bm_vector_fusion_rerank,0.9674679834891694
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,vector,0.9828920819566878
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,BM25,0.9060254355346824
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,bm_vector_fusion,0.9871451602176229
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,bm_vector_fusion_rerank,1.0
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,vector,1.0
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,BM25,0.8772153153380493
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,bm_vector_fusion,0.7606395682357036
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,bm_vector_fusion_rerank,1.0
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,vector,0.8642203869628404
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,BM25,0.38685280723454163
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,bm_vector_fusion,1.0
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,bm_vector_fusion_rerank,0.9469024295259745
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,vector,1.0
