QID,Question,Difficulty Level,Retrieval Mode,Success@k
127,I have two groups—treatment and control—and I measured their anxiety levels at pre-test and post-test. Should I run a mixed ANOVA in JASP to see whether the groups changed differently over time?,difficult,vector,1
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,BM25,1
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion,1
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,bm_vector_fusion_rerank,0
128,"Participants were assigned to either condition A or condition B, and their performance was measured both before and after training. Which statistical test should be used to assess the effects of Condition, Time, and their interaction?",difficult,vector,0
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,BM25,1
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,bm_vector_fusion,1
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,bm_vector_fusion_rerank,1
129,I want to compare post-test performance between two groups while statistically controlling for participants’ pre-test scores. Which analysis should I use?,difficult,vector,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,BM25,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,bm_vector_fusion,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,bm_vector_fusion_rerank,0
130,Participants are classified into categories based on treatment group and outcome (success vs failure). How can I examine whether the distribution of outcomes differs between groups?,difficult,vector,0
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,BM25,1
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,bm_vector_fusion,1
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,bm_vector_fusion_rerank,1
131,"Counts of observations are summarized in a contingency table, and the goal is to determine whether the observed frequencies deviate from what would be expected if the variables were independent. What statistical test is appropriate?",difficult,vector,1
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,BM25,1
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,bm_vector_fusion,1
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,bm_vector_fusion_rerank,1
132,"I have extracted effect sizes and standard errors from multiple independent studies—how can I perform a frequentist (classical) meta-analysis in JASP, including model selection and heterogeneity assessment?",difficult,vector,1
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,BM25,1
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,bm_vector_fusion,1
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,bm_vector_fusion_rerank,1
133,"Once predictors and a binary response are defined, how do I fit and interpret a frequentist logistic regression model in JASP, including odds ratios and goodness-of-fit measures?",difficult,vector,1
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,BM25,1
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,bm_vector_fusion,1
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,bm_vector_fusion_rerank,1
134,"I expect baseline performance to differ between subjects, but also think the effect of condition varies by subject. How do I specify both random intercepts and random slopes in JASP, and how do I know if the extra complexity is justified?",difficult,vector,1
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,BM25,0
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,bm_vector_fusion,1
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,bm_vector_fusion_rerank,1
135,"My outcome variable has a few extreme values. In a Bayesian linear regression, what assumptions about error distribution am I making, and how should outliers be handled?",difficult,vector,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,BM25,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,bm_vector_fusion,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,bm_vector_fusion_rerank,1
136,I’m analyzing the relationship between marketing spend and monthly revenue using Bayesian correlation. The Bayes Factor is close to 1—what does this mean for making business decisions?,difficult,vector,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,BM25,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,bm_vector_fusion,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,bm_vector_fusion_rerank,1
137,"I’m analyzing whether patients adhered to treatment (yes/no) based on age and dosage. How do I decide which probability distribution and link function to use, and how should predictors be included in the generalized linear model?",difficult,vector,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,BM25,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,bm_vector_fusion,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,bm_vector_fusion_rerank,1
138,"I have repeated measures data from a psychology experiment and need a video that walks through a repeated-measures ANOVA step-by-step (including assumptions, calculations, and interpretation). Can you show me a tutorial video that does that?",difficult,vector,1
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,BM25,0
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,bm_vector_fusion,1
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,bm_vector_fusion_rerank,1
139,"I’ve never used JASP before. Can you give me a general introduction video explaining what JASP is used for, it’s designed for and how to use it?",difficult,vector,1
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,BM25,1
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,bm_vector_fusion,1
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,bm_vector_fusion_rerank,1
140,"I’m evaluating a RAG system using two performance metrics: success@k (binary per query) and nDCG@k (continuous, bounded between 0 and 1). Each query is tested under multiple retrieval modes and difficulty levels, so the same query appears multiple times. I want to test whether retrieval mode and difficulty level have main effects or an interaction effect on performance. Given this repeated-measures structure and mixed outcome types, can generalized linear mixed models be used?",difficult,vector,1
